0.05 802
0.0526315789473684 822
0.0555555555555556 886
0.0588235294117647 933
0.0625 792
0.0666666666666667 785
0.0714285714285714 706
0.0769230769230769 598
0.0833333333333333 596
0.0909090909090909 513
0.1 641
0.105263157894737 536
0.111111111111111 496
0.117647058823529 508
0.125 518
0.133333333333333 367
0.142857142857143 384
0.15 609
0.153846153846154 435
0.157894736842105 358
0.166666666666667 446
0.176470588235294 358
0.181818181818182 505
0.1875 356
0.2 345
0.210526315789474 320
0.214285714285714 313
0.222222222222222 478
0.230769230769231 456
0.235294117647059 398
0.25 312
0.263157894736842 304
0.266666666666667 292
0.272727272727273 394
0.277777777777778 398
0.285714285714286 296
0.294117647058824 591
0.3 276
0.307692307692308 212
0.3125 284
0.315789473684211 345
0.333333333333333 587
0.35 368
0.352941176470588 324
0.357142857142857 394
0.363636363636364 454
0.368421052631579 641
0.375 972
0.384615384615385 524
0.388888888888889 320
0.4 595
0.411764705882353 377
0.416666666666667 955
0.421052631578947 606
0.428571428571429 470
0.444444444444444 670
0.45 561
0.454545454545455 294
0.5 905
